日時,気温_屋内,気温_屋外,湿度_屋内,湿度_屋外,露点温度_屋内,露点温度_屋外,体感温度_屋内,体感温度_屋外,気圧,1時間雨量,降雨時総雨量,1日総雨量,1週間総雨量,1か月総雨量,最終降雨日時,風向,風速,瞬間風速,最大瞬間風速,日照量
2021-05-07 12:55:00+09:00,22.6,20.5,53,66,12.6,13.9,22.3,20.3,1023.2,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,94,0.0,0.0,4.5,133.59
2021-05-07 12:50:00+09:00,22.6,20.5,53,64,12.6,13.5,22.3,20.3,1023.1,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,178,0.0,0.0,4.5,167.85
2021-05-07 12:45:00+09:00,22.6,20.3,53,65,12.6,13.5,22.3,20.1,1023.4,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,191,0.0,0.0,4.5,179.59
2021-05-07 12:40:00+09:00,22.6,20.3,53,65,12.6,13.5,22.3,20.1,1023.6,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,162,0.0,0.0,4.5,156.1
2021-05-07 12:35:00+09:00,22.6,20.3,53,65,12.6,13.5,22.3,20.1,1023.6,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,180,0.0,0.0,4.5,137.02
2021-05-07 12:30:00+09:00,22.6,20.2,53,66,12.6,13.7,22.3,20.0,1023.6,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,166,0.0,0.0,4.5,107.9
2021-05-07 12:25:00+09:00,22.6,20.1,53,67,12.6,13.8,22.3,19.9,1023.9,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,193,0.0,0.0,4.5,107.04
2021-05-07 12:20:00+09:00,22.6,20.2,53,67,12.6,13.9,22.3,20.1,1024.0,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,186,0.0,0.0,4.5,103.13
2021-05-07 12:15:00+09:00,22.6,20.1,53,67,12.6,13.8,22.3,19.9,1023.9,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,188,0.0,0.0,4.5,111.82
2021-05-07 12:10:00+09:00,22.6,20.1,53,66,12.6,13.6,22.3,19.9,1024.0,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,184,0.0,0.0,4.5,132.24
2021-05-07 12:05:00+09:00,22.6,19.9,53,66,12.6,13.3,22.3,19.9,1024.2,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,186,0.0,0.0,4.5,128.82
2021-05-07 12:00:00+09:00,22.6,19.8,53,66,12.6,13.2,22.3,19.8,1024.5,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,185,0.0,0.0,4.5,118.78
2021-05-07 11:55:00+09:00,22.6,19.8,53,66,12.6,13.2,22.3,19.8,1024.2,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,197,0.2,1.1,4.5,118.42
2021-05-07 11:50:00+09:00,22.6,19.8,53,66,12.6,13.2,22.3,19.8,1024.6,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,197,0.2,1.1,4.5,143.5
2021-05-07 11:45:00+09:00,22.6,19.6,53,66,12.6,13.1,22.3,19.6,1024.3,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,215,0.0,0.0,4.5,134.44
2021-05-07 11:40:00+09:00,22.6,19.4,53,66,12.6,12.9,22.3,19.4,1024.8,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,214,0.0,0.0,4.5,105.82
2021-05-07 11:35:00+09:00,22.6,19.5,53,65,12.6,12.7,22.3,19.5,1024.8,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,164,0.2,1.1,4.5,71.56
2021-05-07 11:30:00+09:00,22.6,19.3,53,66,12.6,12.8,22.3,19.3,1024.5,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,212,0.0,0.0,4.5,98.36
2021-05-07 11:25:00+09:00,22.6,19.3,53,66,12.6,12.8,22.3,19.3,1024.5,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,138,0.4,1.1,4.5,88.45
2021-05-07 11:20:00+09:00,22.6,19.3,53,65,12.6,12.5,22.3,19.3,1024.9,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,154,0.0,0.0,4.5,79.27
2021-05-07 11:15:00+09:00,22.7,19.3,53,65,12.7,12.5,22.4,19.3,1024.8,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,127,0.0,0.0,4.5,84.53
2021-05-07 11:10:00+09:00,22.7,19.3,53,66,12.7,12.8,22.4,19.3,1024.9,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,183,0.9,1.1,4.5,87.96
2021-05-07 11:05:00+09:00,22.7,19.4,54,65,12.9,12.6,22.4,19.4,1025.3,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,61,0.9,1.1,4.5,68.02
2021-05-07 11:00:00+09:00,22.7,19.3,54,65,12.9,12.5,22.4,19.3,1025.4,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,187,0.0,0.0,4.5,56.27
2021-05-07 10:55:00+09:00,22.7,19.3,54,66,12.9,12.8,22.4,19.3,1025.2,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,199,0.0,0.0,4.5,77.56
2021-05-07 10:50:00+09:00,22.7,19.3,54,65,12.9,12.5,22.4,19.3,1025.8,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,218,0.7,1.1,4.5,58.11
2021-05-07 10:45:00+09:00,22.7,19.5,54,65,12.9,12.7,22.4,19.5,1025.5,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,286,1.3,2.2,4.5,80.25
2021-05-07 10:40:00+09:00,22.7,19.6,54,64,12.9,12.6,22.4,19.6,1025.9,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,170,0.0,0.0,4.5,88.82
2021-05-07 10:35:00+09:00,22.7,19.8,54,63,12.9,12.5,22.4,19.8,1025.9,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,188,0.0,0.0,4.5,86.24
2021-05-07 10:30:00+09:00,22.7,19.6,54,64,12.9,12.6,22.4,19.6,1025.8,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,181,0.0,0.0,4.5,99.7
2021-05-07 10:25:00+09:00,22.8,19.3,54,65,13.0,12.5,22.5,19.3,1025.8,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,185,0.7,1.1,4.5,106.68
2021-05-07 10:20:00+09:00,22.8,19.2,54,66,13.0,12.7,22.5,19.2,1026.1,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,51,0.9,1.1,4.5,120.5
2021-05-07 10:15:00+09:00,22.8,19.7,54,65,13.0,13.0,22.5,19.7,1026.1,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,54,1.1,1.1,4.5,114.87
2021-05-07 10:10:00+09:00,22.8,19.4,54,65,13.0,12.6,22.5,19.4,1026.1,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,4.5,119.64
2021-05-07 10:05:00+09:00,22.8,19.5,54,65,13.0,12.7,22.5,19.5,1025.8,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,152,0.0,0.0,4.5,97.5
2021-05-07 10:00:00+09:00,22.8,19.5,54,65,13.0,12.7,22.5,19.5,1026.2,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,123,0.2,1.1,4.5,90.16
2021-05-07 09:55:00+09:00,22.8,19.5,54,65,13.0,12.7,22.5,19.5,1026.6,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,188,0.0,0.0,4.5,86.73
2021-05-07 09:50:00+09:00,22.8,19.6,55,64,13.3,12.6,22.6,19.6,1026.3,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,149,0.0,0.0,4.5,80.25
2021-05-07 09:45:00+09:00,22.9,19.7,55,64,13.3,12.7,22.7,19.7,1026.7,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,164,0.0,0.0,4.5,89.79
2021-05-07 09:40:00+09:00,22.9,19.7,55,64,13.3,12.7,22.7,19.7,1026.9,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,189,0.0,0.0,4.5,118.78
2021-05-07 09:35:00+09:00,22.9,19.4,55,64,13.3,12.4,22.7,19.4,1026.7,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,193,0.0,0.0,4.5,128.33
2021-05-07 09:30:00+09:00,22.9,19.3,55,65,13.3,12.5,22.7,19.3,1026.6,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,135,0.0,0.0,4.5,125.76
2021-05-07 09:25:00+09:00,22.9,19.3,55,66,13.3,12.8,22.7,19.3,1026.5,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,141,0.0,0.0,4.5,113.65
2021-05-07 09:20:00+09:00,22.9,19.4,55,65,13.3,12.6,22.7,19.4,1026.6,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,170,0.0,0.0,4.5,91.02
2021-05-07 09:15:00+09:00,22.9,19.5,56,65,13.6,12.7,22.7,19.5,1026.3,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,179,0.2,1.1,4.5,89.79
2021-05-07 09:10:00+09:00,22.9,19.4,56,65,13.6,12.6,22.7,19.4,1026.4,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,194,0.0,0.0,4.5,94.56
2021-05-07 09:05:00+09:00,23.0,19.3,56,65,13.7,12.5,22.8,19.3,1026.4,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,195,0.2,1.1,4.5,87.1
2021-05-07 09:00:00+09:00,22.9,19.0,56,66,13.6,12.5,22.7,19.0,1026.5,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,184,0.0,0.0,4.5,92.73
2021-05-07 08:55:00+09:00,23.0,19.1,56,66,13.7,12.6,22.8,19.1,1026.3,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,186,0.2,1.1,4.5,106.19
2021-05-07 08:50:00+09:00,23.0,19.2,57,67,14.0,12.9,22.8,19.2,1026.5,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,122,0.2,1.1,4.5,129.19
2021-05-07 08:45:00+09:00,23.0,19.0,57,67,14.0,12.7,22.8,19.0,1026.3,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,83,0.2,1.1,4.5,124.9
2021-05-07 08:40:00+09:00,23.0,19.0,58,67,14.3,12.7,22.9,19.0,1026.1,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,156,0.0,0.0,4.5,114.51
2021-05-07 08:35:00+09:00,23.0,19.2,58,66,14.3,12.7,22.9,19.2,1026.6,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,73,0.9,1.1,4.5,110.59
2021-05-07 08:30:00+09:00,23.0,19.4,58,66,14.3,12.9,22.9,19.4,1026.8,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,187,0.2,1.1,4.5,110.59
2021-05-07 08:25:00+09:00,23.0,19.5,59,66,14.6,13.0,22.9,19.5,1026.6,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,186,0.2,1.1,4.5,137.51
2021-05-07 08:20:00+09:00,23.0,19.2,59,69,14.6,13.4,22.9,19.2,1026.8,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,170,0.2,1.1,4.5,145.21
2021-05-07 08:15:00+09:00,23.0,19.1,60,69,14.8,13.3,22.9,19.1,1026.5,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,188,0.0,0.0,4.5,136.65
2021-05-07 08:10:00+09:00,23.0,19.2,60,69,14.8,13.4,22.9,19.2,1026.9,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,201,0.2,1.1,4.5,141.42
2021-05-07 08:05:00+09:00,23.1,18.9,61,71,15.2,13.5,23.1,18.9,1026.9,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,16,1.8,2.2,4.5,161.36
2021-05-07 08:00:00+09:00,23.1,19.0,62,71,15.4,13.6,23.1,19.0,1026.9,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,115,0.0,0.0,4.5,153.04
2021-05-07 07:55:00+09:00,23.1,18.8,62,72,15.4,13.6,23.1,18.8,1026.8,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,183,0.0,0.0,4.5,158.3
2021-05-07 07:50:00+09:00,23.1,18.7,62,73,15.4,13.8,23.1,18.7,1026.8,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,3,0.0,0.0,4.5,151.82
2021-05-07 07:45:00+09:00,23.1,19.3,61,73,15.2,14.3,23.1,19.3,1026.4,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,263,1.1,1.1,3.4,153.9
2021-05-07 07:40:00+09:00,23.0,19.3,59,72,14.6,14.1,22.9,19.3,1026.7,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,187,0.0,0.0,2.2,157.81
2021-05-07 07:35:00+09:00,23.0,19.1,58,73,14.3,14.1,22.9,19.1,1026.6,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,147,0.0,0.0,2.2,150.47
2021-05-07 07:30:00+09:00,22.9,18.9,58,74,14.2,14.1,22.7,18.9,1026.8,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,187,0.0,0.0,2.2,139.58
2021-05-07 07:25:00+09:00,22.9,18.9,58,74,14.2,14.1,22.7,18.9,1026.8,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,188,0.7,1.1,2.2,130.04
2021-05-07 07:20:00+09:00,22.8,18.6,57,75,13.8,14.1,22.6,18.6,1027.0,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,184,0.2,1.1,2.2,123.56
2021-05-07 07:15:00+09:00,22.8,18.2,57,76,13.8,13.9,22.6,18.2,1027.4,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,218,1.3,2.2,2.2,130.53
2021-05-07 07:10:00+09:00,22.7,18.2,57,75,13.8,13.7,22.6,18.2,1027.2,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,221,0.2,1.1,2.2,109.73
2021-05-07 07:05:00+09:00,22.7,18.4,57,74,13.8,13.7,22.6,18.4,1027.1,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,178,2.2,2.2,2.2,110.1
2021-05-07 07:00:00+09:00,22.7,18.3,57,75,13.8,13.8,22.6,18.3,1027.3,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,215,0.2,1.1,2.2,100.56
2021-05-07 06:55:00+09:00,22.7,18.2,57,73,13.8,13.3,22.6,18.2,1027.3,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,158,0.0,0.0,2.2,109.73
2021-05-07 06:50:00+09:00,22.6,18.2,57,74,13.7,13.5,22.4,18.2,1027.3,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,190,0.0,0.0,1.1,87.59
2021-05-07 06:45:00+09:00,22.6,18.2,56,74,13.4,13.5,22.4,18.2,1027.4,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,235,0.0,0.0,1.1,93.58
2021-05-07 06:40:00+09:00,22.6,17.8,57,74,13.7,13.1,22.4,17.8,1027.5,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,235,0.0,0.0,1.1,110.1
2021-05-07 06:35:00+09:00,22.6,17.7,57,76,13.7,13.4,22.4,17.7,1027.5,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,216,0.0,0.0,1.1,80.25
2021-05-07 06:30:00+09:00,22.5,17.7,56,78,13.3,13.8,22.3,17.7,1027.3,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,216,0.0,0.0,1.1,70.22
2021-05-07 06:25:00+09:00,22.5,17.7,56,78,13.3,13.8,22.3,17.7,1027.3,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,170,0.0,0.0,1.1,64.59
2021-05-07 06:20:00+09:00,22.4,17.5,56,79,13.2,13.8,22.2,17.5,1027.5,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,62.02
2021-05-07 06:15:00+09:00,22.4,17.4,56,80,13.2,13.9,22.2,17.4,1027.4,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,60.68
2021-05-07 06:10:00+09:00,22.3,17.2,55,81,12.8,13.9,22.0,17.2,1027.3,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,62.39
2021-05-07 06:05:00+09:00,22.2,17.0,55,84,12.7,14.3,21.9,17.0,1027.4,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,55.41
2021-05-07 06:00:00+09:00,22.2,16.9,54,85,12.4,14.3,21.9,16.9,1027.3,0.0,0.0,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,52.48
2021-05-07 05:55:00+09:00,22.2,16.7,54,86,12.4,14.4,21.9,16.7,1027.2,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,51.99
2021-05-07 05:50:00+09:00,22.2,16.5,54,86,12.4,14.1,21.9,16.5,1027.4,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,40.73
2021-05-07 05:45:00+09:00,22.2,16.4,54,87,12.4,14.2,21.9,16.4,1027.3,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,41.96
2021-05-07 05:40:00+09:00,22.1,16.3,54,87,12.3,14.1,21.8,16.3,1027.3,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,35.11
2021-05-07 05:35:00+09:00,22.1,16.2,53,87,12.1,14.1,21.8,16.2,1027.1,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,27.65
2021-05-07 05:30:00+09:00,22.1,16.2,53,87,12.1,14.1,21.8,16.2,1027.4,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,23.36
2021-05-07 05:25:00+09:00,22.1,16.2,53,87,12.1,14.1,21.8,16.2,1027.3,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,17.73
2021-05-07 05:20:00+09:00,22.2,16.1,53,88,12.2,14.1,21.9,16.1,1027.3,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,16.02
2021-05-07 05:15:00+09:00,22.2,16.0,53,88,12.2,14.0,21.9,16.0,1027.4,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,12.11
2021-05-07 05:10:00+09:00,22.2,16.0,53,88,12.2,14.0,21.9,16.0,1027.2,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,9.54
2021-05-07 05:05:00+09:00,22.2,15.9,53,88,12.2,13.9,21.9,15.9,1027.2,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,6.48
2021-05-07 05:00:00+09:00,22.2,15.9,53,89,12.2,14.1,21.9,15.9,1027.2,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,3.43
2021-05-07 04:55:00+09:00,22.2,15.9,53,88,12.2,13.9,21.9,15.9,1027.3,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,2.94
2021-05-07 04:50:00+09:00,22.2,15.9,53,88,12.2,13.9,21.9,15.9,1027.1,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.36
2021-05-07 04:45:00+09:00,22.3,16.0,53,88,12.2,14.0,21.9,16.0,1027.0,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.0
2021-05-07 04:40:00+09:00,22.3,16.0,53,87,12.2,13.8,21.9,16.0,1027.2,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.0
2021-05-07 04:35:00+09:00,22.3,16.0,53,87,12.2,13.8,21.9,16.0,1027.3,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.0
2021-05-07 04:30:00+09:00,22.3,16.0,53,87,12.2,13.8,21.9,16.0,1027.3,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.0
2021-05-07 04:25:00+09:00,22.3,15.9,53,87,12.2,13.7,21.9,15.9,1027.3,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.0
2021-05-07 04:20:00+09:00,22.4,15.9,53,87,12.3,13.7,22.1,15.9,1027.1,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.0
2021-05-07 04:15:00+09:00,22.4,15.9,53,86,12.3,13.6,22.1,15.9,1027.0,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.0
2021-05-07 04:10:00+09:00,22.4,15.9,53,86,12.3,13.6,22.1,15.9,1027.0,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.0
2021-05-07 04:05:00+09:00,22.4,15.9,53,86,12.3,13.6,22.1,15.9,1027.2,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.0
2021-05-07 04:00:00+09:00,22.4,16.0,53,87,12.3,13.8,22.1,16.0,1026.9,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.0
2021-05-07 03:55:00+09:00,22.4,16.0,53,86,12.3,13.7,22.1,16.0,1027.2,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.0
2021-05-07 03:50:00+09:00,22.5,16.0,53,86,12.4,13.7,22.2,16.0,1027.0,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.0
2021-05-07 03:45:00+09:00,22.5,16.0,53,86,12.4,13.7,22.2,16.0,1027.0,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.0
2021-05-07 03:40:00+09:00,22.5,15.9,53,86,12.4,13.6,22.2,15.9,1027.0,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.0
2021-05-07 03:35:00+09:00,22.5,15.9,53,85,12.4,13.4,22.2,15.9,1027.0,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.0
2021-05-07 03:30:00+09:00,22.5,15.9,53,85,12.4,13.4,22.2,15.9,1027.2,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.0
2021-05-07 03:25:00+09:00,22.6,16.0,53,85,12.6,13.5,22.3,16.0,1027.3,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.0
2021-05-07 03:20:00+09:00,22.6,16.0,53,84,12.6,13.3,22.3,16.0,1027.1,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.0
2021-05-07 03:15:00+09:00,22.6,16.1,53,84,12.6,13.4,22.3,16.1,1027.4,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.0
2021-05-07 03:10:00+09:00,22.6,16.0,53,83,12.6,13.1,22.3,16.0,1027.2,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,171,0.0,0.0,1.1,0.0
2021-05-07 03:05:00+09:00,22.6,16.2,53,83,12.6,13.3,22.3,16.2,1027.3,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,170,0.0,0.0,1.1,0.0
2021-05-07 03:00:00+09:00,22.6,16.2,53,83,12.6,13.3,22.3,16.2,1027.0,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,170,0.0,0.0,1.1,0.0
2021-05-07 02:55:00+09:00,22.7,16.2,53,83,12.7,13.3,22.4,16.2,1026.8,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,170,0.0,0.0,1.1,0.0
2021-05-07 02:50:00+09:00,22.7,16.2,53,83,12.7,13.3,22.4,16.2,1027.3,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,170,0.0,0.0,0.0,0.0
2021-05-07 02:45:00+09:00,22.7,16.3,53,83,12.7,13.4,22.4,16.3,1027.1,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,170,0.0,0.0,0.0,0.0
2021-05-07 02:40:00+09:00,22.7,16.3,53,83,12.7,13.4,22.4,16.3,1027.4,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,170,0.0,0.0,0.0,0.0
2021-05-07 02:35:00+09:00,22.8,16.3,53,82,12.7,13.2,22.5,16.3,1027.3,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,170,0.0,0.0,0.0,0.0
2021-05-07 02:30:00+09:00,22.8,16.2,53,83,12.7,13.3,22.5,16.2,1027.3,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,170,0.0,0.0,0.0,0.0
2021-05-07 02:25:00+09:00,22.8,16.2,53,82,12.7,13.1,22.5,16.2,1027.3,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,170,0.0,0.0,0.0,0.0
2021-05-07 02:20:00+09:00,22.8,16.2,53,83,12.7,13.3,22.5,16.2,1027.5,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,170,0.0,0.0,0.0,0.0
2021-05-07 02:15:00+09:00,22.9,16.1,53,83,12.8,13.2,22.6,16.1,1027.5,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,170,0.0,0.0,0.0,0.0
2021-05-07 02:10:00+09:00,22.9,16.1,53,82,12.8,13.0,22.6,16.1,1027.4,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,170,0.0,0.0,0.0,0.0
2021-05-07 02:05:00+09:00,22.9,16.1,53,82,12.8,13.0,22.6,16.1,1027.6,0.0,5.9,0.0,6.4,18.3,2021-05-06 06:44:00+09:00,170,0.0,0.0,0.0,0.0
