dateutc,tempinf,humidityin,baromrelin,baromabsin,tempf,battout,humidity,winddir,windspeedmph,windgustmph,maxdailygust,hourlyrainin,eventrainin,dailyrainin,weeklyrainin,monthlyrainin,totalrainin,solarradiation,uv,batt_co2,feelsLike,dewPoint,feelsLikein,dewPointin,lastRain,loc,date
1620219900000,74.7,58,30.328,29.941,64.6,1,74,195,4.0,4.5,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,64.6,56.12,74.6,58.9,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T13:05:00.000Z
1620219600000,74.7,58,30.331,29.944,64.6,1,75,166,0.7,1.1,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,64.6,56.49,74.6,58.9,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T13:00:00.000Z
1620219300000,74.7,59,30.331,29.944,64.8,1,75,178,0.2,1.1,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,64.8,56.68,74.6,59.4,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T12:55:00.000Z
1620219000000,74.7,59,30.331,29.944,64.9,1,74,100,0.0,0.0,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,64.9,56.41,74.6,59.4,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T12:50:00.000Z
1620218700000,74.7,59,30.331,29.944,64.9,1,73,58,1.1,1.1,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,64.9,56.03,74.6,59.4,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T12:45:00.000Z
1620218400000,74.7,59,30.328,29.941,64.8,1,75,196,0.2,1.1,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,64.8,56.68,74.6,59.4,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T12:40:00.000Z
1620218100000,74.7,58,30.328,29.941,64.8,1,75,198,0.7,2.2,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,64.8,56.68,74.6,58.9,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T12:35:00.000Z
1620217800000,74.5,57,30.316,29.929,64.6,1,75,109,0.0,0.0,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,64.6,56.49,74.3,58.3,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T12:30:00.000Z
1620217500000,74.7,57,30.313,29.926,64.6,1,76,145,0.2,1.1,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,64.6,56.86,74.5,58.4,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T12:25:00.000Z
1620217200000,74.5,57,30.319,29.932,64.6,1,75,223,4.3,8.1,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,64.6,56.49,74.3,58.3,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T12:20:00.000Z
1620216900000,74.5,57,30.319,29.932,64.4,1,76,27,0.9,2.2,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,64.4,56.66,74.3,58.3,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T12:15:00.000Z
1620216600000,74.5,57,30.322,29.935,64.4,1,76,216,0.9,1.1,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,64.4,56.66,74.3,58.3,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T12:10:00.000Z
1620216300000,74.5,58,30.325,29.938,64.2,1,76,157,4.3,6.9,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,64.2,56.47,74.4,58.7,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T12:05:00.000Z
1620216000000,74.5,58,30.334,29.947,64.2,1,77,71,0.4,1.1,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,64.2,56.83,74.4,58.7,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T12:00:00.000Z
1620215700000,74.5,58,30.334,29.947,64.0,1,77,287,1.6,2.2,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,64.0,56.64,74.4,58.7,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T11:55:00.000Z
1620215400000,74.5,59,30.34,29.953,64.0,1,77,111,0.9,2.2,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,64.0,56.64,74.4,59.2,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T11:50:00.000Z
1620215100000,74.7,59,30.334,29.947,63.9,1,77,129,0.0,0.0,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,63.9,56.54,74.6,59.4,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T11:45:00.000Z
1620214800000,74.7,60,30.34,29.953,63.9,1,77,106,0.7,1.1,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,63.9,56.54,74.7,59.9,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T11:40:00.000Z
1620214500000,74.7,60,30.346,29.959,63.9,1,77,182,0.0,0.0,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,63.9,56.54,74.7,59.9,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T11:35:00.000Z
1620214200000,74.7,60,30.337,29.95,63.7,1,78,138,0.0,0.0,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,63.7,56.71,74.7,59.9,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T11:30:00.000Z
1620213900000,74.7,59,30.34,29.953,63.7,1,78,143,0.0,0.0,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,63.7,56.71,74.6,59.4,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T11:25:00.000Z
1620213600000,74.7,58,30.346,29.959,63.7,1,79,145,0.2,1.1,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,63.7,57.06,74.6,58.9,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T11:20:00.000Z
1620213300000,74.5,59,30.346,29.959,63.7,1,77,176,0.2,1.1,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,63.7,56.35,74.4,59.2,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T11:15:00.000Z
1620213000000,74.7,59,30.34,29.953,63.5,1,80,42,0.4,1.1,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,63.5,57.21,74.6,59.4,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T11:10:00.000Z
1620212700000,74.7,59,30.343,29.956,63.5,1,79,93,0.2,1.1,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,63.5,56.87,74.6,59.4,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T11:05:00.000Z
1620212400000,74.7,59,30.331,29.944,63.5,1,79,185,0.0,0.0,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,63.5,56.87,74.6,59.4,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T11:00:00.000Z
1620212100000,74.7,59,30.334,29.947,63.3,1,80,215,0.4,2.2,14.8,0.0,0.039,0.039,0.059,0.528,5.768,0.0,0,1,63.3,57.02,74.6,59.4,2021-05-05T10:53:00.000Z,ambient-prod-18,2021-05-05T10:55:00.000Z
1620211800000,74.8,60,30.334,29.947,63.5,1,79,249,0.4,1.1,14.8,0.047,0.039,0.039,0.059,0.528,5.768,0.0,0,1,63.5,56.87,74.8,60.0,2021-05-05T10:50:00.000Z,ambient-prod-18,2021-05-05T10:50:00.000Z
1620211500000,75.0,60,30.334,29.947,63.7,1,80,214,0.9,3.4,14.8,0.047,0.039,0.039,0.059,0.528,5.768,0.0,0,1,63.7,57.41,75.0,60.2,2021-05-05T10:45:00.000Z,ambient-prod-18,2021-05-05T10:45:00.000Z
1620211200000,75.2,62,30.334,29.947,63.7,1,79,120,0.9,1.1,14.8,0.0,0.031,0.031,0.051,0.52,5.76,0.0,0,1,63.7,57.06,75.3,61.3,2021-05-05T10:02:00.000Z,ambient-prod-18,2021-05-05T10:40:00.000Z
1620210900000,75.6,62,30.331,29.944,63.7,1,79,96,0.7,1.1,14.8,0.0,0.031,0.031,0.051,0.52,5.76,0.0,0,1,63.7,57.06,75.8,61.6,2021-05-05T10:02:00.000Z,ambient-prod-18,2021-05-05T10:35:00.000Z
1620210600000,75.4,63,30.331,29.944,63.7,1,79,129,2.0,3.4,14.8,0.0,0.031,0.031,0.051,0.52,5.76,0.0,0,1,63.7,57.06,75.6,61.9,2021-05-05T10:02:00.000Z,ambient-prod-18,2021-05-05T10:30:00.000Z
1620210300000,75.2,63,30.337,29.95,63.7,1,78,301,4.9,5.8,14.8,0.0,0.031,0.031,0.051,0.52,5.76,0.0,0,1,63.7,56.71,75.4,61.7,2021-05-05T10:02:00.000Z,ambient-prod-18,2021-05-05T10:25:00.000Z
1620210000000,75.0,63,30.331,29.944,63.7,1,78,230,3.1,4.5,14.8,0.0,0.031,0.031,0.051,0.52,5.76,0.0,0,1,63.7,56.71,75.2,61.5,2021-05-05T10:02:00.000Z,ambient-prod-18,2021-05-05T10:20:00.000Z
1620209700000,74.7,63,30.331,29.944,63.7,1,80,96,0.9,2.2,14.8,0.0,0.031,0.031,0.051,0.52,5.76,0.0,0,1,63.7,57.41,74.8,61.3,2021-05-05T10:02:00.000Z,ambient-prod-18,2021-05-05T10:15:00.000Z
1620209400000,74.5,63,30.328,29.941,63.7,1,80,194,1.1,1.1,14.8,0.0,0.031,0.031,0.051,0.52,5.76,0.0,0,1,63.7,57.41,74.6,61.1,2021-05-05T10:02:00.000Z,ambient-prod-18,2021-05-05T10:10:00.000Z
1620209100000,74.5,63,30.322,29.935,63.7,1,81,64,1.6,2.2,14.8,0.0,0.031,0.031,0.051,0.52,5.76,0.0,0,1,63.7,57.76,74.6,61.1,2021-05-05T10:02:00.000Z,ambient-prod-18,2021-05-05T10:05:00.000Z
1620208800000,74.5,64,30.328,29.941,63.7,1,80,146,0.0,0.0,14.8,0.071,0.031,0.031,0.051,0.52,5.76,0.0,0,1,63.7,57.41,74.7,61.5,2021-05-05T10:00:00.000Z,ambient-prod-18,2021-05-05T10:00:00.000Z
1620208500000,74.5,64,30.316,29.929,63.9,1,79,178,1.3,2.2,14.8,0.071,0.031,0.031,0.051,0.52,5.76,0.0,0,1,63.9,57.25,74.7,61.5,2021-05-05T09:55:00.000Z,ambient-prod-18,2021-05-05T09:55:00.000Z
1620208200000,74.7,64,30.316,29.929,63.9,1,79,226,1.8,2.2,14.8,0.0,0.02,0.02,0.039,0.508,5.748,0.0,0,1,63.9,57.25,74.9,61.7,2021-05-05T09:49:00.000Z,ambient-prod-18,2021-05-05T09:50:00.000Z
1620207900000,74.7,67,30.322,29.935,64.0,1,83,184,0.0,0.0,14.8,0.047,0.02,0.02,0.039,0.508,5.748,0.0,0,1,64.0,58.73,75.0,63.0,2021-05-05T09:45:00.000Z,ambient-prod-18,2021-05-05T09:45:00.000Z
1620207600000,74.5,65,30.319,29.932,64.4,1,80,94,2.2,4.5,14.8,0.118,0.02,0.02,0.039,0.508,5.748,0.0,0,1,64.4,58.09,74.7,61.9,2021-05-05T09:40:00.000Z,ambient-prod-18,2021-05-05T09:40:00.000Z
1620207300000,74.3,63,30.319,29.932,64.8,1,78,56,0.9,2.2,14.8,0.071,0.012,0.012,0.031,0.5,5.74,0.0,0,1,64.8,57.77,74.4,60.9,2021-05-05T09:35:00.000Z,ambient-prod-18,2021-05-05T09:35:00.000Z
1620207000000,74.1,61,30.316,29.929,64.9,1,77,55,1.3,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,0.0,0,1,64.9,57.51,74.1,59.8,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T09:30:00.000Z
1620206700000,73.9,61,30.316,29.929,65.3,1,78,152,2.9,5.8,14.8,0.0,0.0,0.0,0.02,0.488,5.728,0.0,0,1,65.3,58.26,73.9,59.6,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T09:25:00.000Z
1620206400000,73.8,59,30.302,29.915,65.7,1,76,193,4.5,6.9,14.8,0.0,0.0,0.0,0.02,0.488,5.728,0.0,0,1,65.7,57.92,73.7,58.6,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T09:20:00.000Z
1620206100000,73.8,57,30.307,29.921,66.2,1,75,210,0.4,1.1,14.8,0.0,0.0,0.0,0.02,0.488,5.728,0.0,0,1,66.2,58.03,73.6,57.6,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T09:15:00.000Z
1620205800000,73.6,55,30.304,29.918,66.4,1,72,205,1.8,3.4,14.8,0.0,0.0,0.0,0.02,0.488,5.728,0.36,0,1,66.4,57.09,73.2,56.4,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T09:10:00.000Z
1620205500000,73.4,55,30.299,29.912,66.4,1,73,171,0.2,1.1,14.8,0.0,0.0,0.0,0.02,0.488,5.728,1.22,0,1,66.4,57.47,73.0,56.2,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T09:05:00.000Z
1620205200000,73.4,55,30.304,29.918,66.4,1,73,128,1.6,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,2.57,0,1,66.4,57.47,73.0,56.2,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T09:00:00.000Z
1620204900000,73.4,55,30.302,29.915,66.4,1,73,176,1.3,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,2.94,0,1,66.4,57.47,73.0,56.2,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T08:55:00.000Z
1620204600000,73.4,55,30.302,29.915,66.4,1,74,18,2.5,4.5,14.8,0.0,0.0,0.0,0.02,0.488,5.728,3.79,0,1,66.4,57.85,73.0,56.2,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T08:50:00.000Z
1620204300000,73.4,54,30.296,29.909,66.4,1,74,87,2.9,3.4,14.8,0.0,0.0,0.0,0.02,0.488,5.728,3.79,0,1,66.4,57.85,73.0,55.7,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T08:45:00.000Z
1620204000000,73.4,54,30.29,29.903,66.4,1,74,38,1.1,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,4.77,0,1,66.4,57.85,73.0,55.7,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T08:40:00.000Z
1620203700000,73.4,54,30.299,29.912,66.4,1,74,71,1.1,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,5.63,0,1,66.4,57.85,73.0,55.7,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T08:35:00.000Z
1620203400000,73.4,54,30.296,29.909,66.4,1,75,191,1.1,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,6.48,0,1,66.4,58.23,73.0,55.7,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T08:30:00.000Z
1620203100000,73.4,54,30.302,29.915,66.4,1,75,89,1.1,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,6.48,0,1,66.4,58.23,73.0,55.7,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T08:25:00.000Z
1620202800000,73.4,54,30.299,29.912,66.4,1,75,146,1.3,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,8.56,0,1,66.4,58.23,73.0,55.7,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T08:20:00.000Z
1620202500000,73.4,54,30.293,29.906,66.6,1,74,173,0.9,1.1,14.8,0.0,0.0,0.0,0.02,0.488,5.728,9.54,0,1,66.6,58.05,73.0,55.7,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T08:15:00.000Z
1620202200000,73.4,54,30.302,29.915,66.7,1,72,253,1.8,3.4,14.8,0.0,0.0,0.0,0.02,0.488,5.728,11.62,0,1,66.7,57.38,73.0,55.7,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T08:10:00.000Z
1620201900000,73.4,54,30.304,29.918,66.7,1,73,174,2.0,3.4,14.8,0.0,0.0,0.0,0.02,0.488,5.728,11.62,0,1,66.7,57.76,73.0,55.7,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T08:05:00.000Z
1620201600000,73.2,53,30.302,29.915,66.7,1,74,183,1.8,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,12.48,0,1,66.7,58.14,72.7,55.0,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T08:00:00.000Z
1620201300000,73.2,53,30.304,29.918,66.9,1,74,196,0.9,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,15.17,0,1,66.9,58.34,72.7,55.0,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T07:55:00.000Z
1620201000000,73.2,53,30.29,29.903,66.9,1,74,194,1.1,1.1,14.8,0.0,0.0,0.0,0.02,0.488,5.728,18.6,0,1,66.9,58.34,72.7,55.0,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T07:50:00.000Z
1620200700000,73.2,53,30.296,29.909,67.1,1,73,134,1.3,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,20.31,0,1,67.1,58.15,72.7,55.0,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T07:45:00.000Z
1620200400000,73.0,53,30.299,29.912,67.3,1,73,184,0.2,1.1,14.8,0.0,0.0,0.0,0.02,0.488,5.728,23.85,0,1,67.3,58.34,72.5,54.8,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T07:40:00.000Z
1620200100000,73.0,53,30.299,29.912,67.6,1,69,122,2.5,3.4,14.8,0.0,0.0,0.0,0.02,0.488,5.728,25.94,0,1,67.6,57.06,72.5,54.8,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T07:35:00.000Z
1620199800000,73.0,53,30.299,29.912,67.8,1,65,217,1.8,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,25.07,0,1,67.8,55.6,72.5,54.8,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T07:30:00.000Z
1620199500000,73.0,53,30.296,29.909,68.0,1,64,157,1.3,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,24.22,0,1,68.0,55.36,72.5,54.8,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T07:25:00.000Z
1620199200000,73.0,53,30.302,29.915,68.0,1,64,35,2.2,3.4,14.8,0.0,0.0,0.0,0.02,0.488,5.728,25.07,0,1,68.0,55.36,72.5,54.8,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T07:20:00.000Z
1620198900000,73.0,53,30.296,29.909,68.0,1,66,336,1.6,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,23.85,0,1,68.0,56.21,72.5,54.8,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T07:15:00.000Z
1620198600000,73.0,53,30.296,29.909,68.2,1,67,93,1.3,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,27.65,0,1,67.87,56.81,72.5,54.8,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T07:10:00.000Z
1620198300000,73.0,52,30.293,29.906,68.2,1,65,37,2.0,3.4,14.8,0.0,0.0,0.0,0.02,0.488,5.728,34.62,0,1,67.78,55.98,72.4,54.3,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T07:05:00.000Z
1620198000000,72.9,52,30.287,29.9,68.4,1,65,172,4.9,10.3,14.8,0.0,0.0,0.0,0.02,0.488,5.728,38.17,0,1,68.0,56.17,72.3,54.2,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T07:00:00.000Z
1620197700000,72.9,51,30.293,29.906,68.4,1,65,107,0.9,1.1,14.8,0.0,0.0,0.0,0.02,0.488,5.728,39.39,0,1,68.0,56.17,72.3,53.7,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T06:55:00.000Z
1620197400000,72.9,50,30.299,29.912,68.5,1,64,184,1.8,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,46.73,0,1,68.06,55.83,72.2,53.2,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T06:50:00.000Z
1620197100000,72.7,50,30.304,29.918,68.7,1,64,138,0.7,1.1,14.8,0.0,0.0,0.0,0.02,0.488,5.728,54.56,0,1,68.28,56.02,72.0,53.0,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T06:45:00.000Z
1620196800000,72.7,50,30.302,29.915,68.9,1,62,228,1.8,3.4,14.8,0.0,0.0,0.0,0.02,0.488,5.728,68.02,0,1,68.4,55.33,72.0,53.0,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T06:40:00.000Z
1620196500000,72.7,50,30.29,29.903,68.9,1,62,144,1.3,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,78.9,0,1,68.4,55.33,72.0,53.0,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T06:35:00.000Z
1620196200000,72.7,50,30.296,29.909,69.1,1,60,72,3.4,4.5,14.8,0.0,0.0,0.0,0.02,0.488,5.728,79.27,0,1,68.53,54.62,72.0,53.0,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T06:30:00.000Z
1620195900000,72.9,50,30.281,29.894,69.1,1,60,314,2.2,3.4,14.8,0.0,0.0,0.0,0.02,0.488,5.728,80.25,0,1,68.53,54.62,72.2,53.2,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T06:25:00.000Z
1620195600000,72.7,49,30.287,29.9,69.3,1,59,127,1.8,3.4,14.8,0.0,0.0,0.0,0.02,0.488,5.728,77.56,0,1,68.7,54.35,72.0,52.4,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T06:20:00.000Z
1620195300000,72.7,49,30.293,29.906,69.3,1,59,193,4.9,6.9,14.8,0.0,0.0,0.0,0.02,0.488,5.728,99.34,0,1,68.7,54.35,72.0,52.4,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T06:15:00.000Z
1620195000000,72.9,49,30.296,29.909,69.6,1,59,205,3.4,4.5,14.8,0.0,0.0,0.0,0.02,0.488,5.728,103.61,1,1,69.03,54.63,72.2,52.6,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T06:10:00.000Z
1620194700000,72.9,49,30.302,29.915,69.6,1,58,211,1.8,3.4,14.8,0.0,0.0,0.0,0.02,0.488,5.728,75.48,0,1,68.99,54.16,72.2,52.6,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T06:05:00.000Z
1620194400000,72.9,49,30.296,29.909,69.6,1,59,21,2.7,3.4,14.8,0.0,0.0,0.0,0.02,0.488,5.728,107.9,1,1,69.03,54.63,72.2,52.6,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T06:00:00.000Z
1620194100000,72.9,49,30.299,29.912,69.6,1,59,238,4.3,9.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,119.64,1,1,69.03,54.63,72.2,52.6,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T05:55:00.000Z
1620193800000,72.9,49,30.293,29.906,69.8,1,59,168,0.0,0.0,14.8,0.0,0.0,0.0,0.02,0.488,5.728,111.82,1,1,69.25,54.81,72.2,52.6,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T05:50:00.000Z
1620193500000,72.9,49,30.296,29.909,69.8,1,58,187,2.9,3.4,14.8,0.0,0.0,0.0,0.02,0.488,5.728,122.7,1,1,69.21,54.35,72.2,52.6,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T05:45:00.000Z
1620193200000,72.9,49,30.296,29.909,69.8,1,57,174,3.4,4.5,14.8,0.0,0.0,0.0,0.02,0.488,5.728,122.34,1,1,69.16,53.87,72.2,52.6,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T05:40:00.000Z
1620192900000,72.9,49,30.296,29.909,70.0,1,55,205,1.8,3.4,14.8,0.0,0.0,0.0,0.02,0.488,5.728,130.9,1,1,69.28,53.08,72.2,52.6,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T05:35:00.000Z
1620192600000,72.9,49,30.296,29.909,70.0,1,54,103,2.7,3.4,14.8,0.0,0.0,0.0,0.02,0.488,5.728,108.39,1,1,69.24,52.58,72.2,52.6,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T05:30:00.000Z
1620192300000,72.9,49,30.304,29.918,70.2,1,53,209,1.8,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,99.34,0,1,69.41,52.26,72.2,52.6,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T05:25:00.000Z
1620192000000,72.9,49,30.296,29.909,70.2,1,53,161,1.6,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,107.53,1,1,69.41,52.26,72.2,52.6,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T05:20:00.000Z
1620191700000,72.9,49,30.302,29.915,70.2,1,53,194,1.8,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,122.7,1,1,69.41,52.26,72.2,52.6,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T05:15:00.000Z
1620191400000,72.9,49,30.31,29.924,70.3,1,53,60,1.8,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,121.36,1,1,69.52,52.35,72.2,52.6,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T05:10:00.000Z
1620191100000,72.9,50,30.299,29.912,70.3,1,55,196,0.9,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,126.61,1,1,69.61,53.36,72.2,53.2,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T05:05:00.000Z
1620190800000,72.9,50,30.304,29.918,70.3,1,55,237,2.5,3.4,14.8,0.0,0.0,0.0,0.02,0.488,5.728,141.42,1,1,69.61,53.36,72.2,53.2,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T05:00:00.000Z
1620190500000,72.9,50,30.299,29.912,70.2,1,56,173,0.7,1.1,14.8,0.0,0.0,0.0,0.02,0.488,5.728,139.22,1,1,69.55,53.76,72.2,53.2,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T04:55:00.000Z
1620190200000,72.9,50,30.307,29.921,70.2,1,57,198,3.4,3.4,14.8,0.0,0.0,0.0,0.02,0.488,5.728,113.16,1,1,69.6,54.24,72.2,53.2,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T04:50:00.000Z
1620189900000,72.9,50,30.307,29.921,70.0,1,56,183,1.3,2.2,14.8,0.0,0.0,0.0,0.02,0.488,5.728,116.58,1,1,69.33,53.57,72.2,53.2,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T04:45:00.000Z
1620189600000,72.9,50,30.304,29.918,70.0,1,57,219,0.2,1.1,14.8,0.0,0.0,0.0,0.02,0.488,5.728,116.58,1,1,69.38,54.06,72.2,53.2,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T04:40:00.000Z
1620189300000,72.9,50,30.302,29.915,69.8,1,56,202,1.3,3.4,14.8,0.0,0.0,0.0,0.02,0.488,5.728,107.9,1,1,69.11,53.38,72.2,53.2,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T04:35:00.000Z
1620189000000,72.9,50,30.299,29.912,69.8,1,56,137,0.4,1.1,14.8,0.0,0.0,0.0,0.02,0.488,5.728,104.48,1,1,69.11,53.38,72.2,53.2,2021-05-02T08:07:00.000Z,ambient-prod-18,2021-05-05T04:30:00.000Z
